Location,Prices_per_year (₦ or $),Bedrooms,Baths,Toilets
Ikate Lekki Lagos,"₦ 4,500,000",2.0,0.0,0.0
Ayobo Ipaja Lagos,"₦ 300,000",0.0,1.0,1.0
Egbeda Alimosho Lagos,"₦ 700,000",2.0,0.0,0.0
P And T Estate Ipaja Lagos,"₦ 1,000,000",2.0,0.0,0.0
Ajao Estate Isolo Lagos,"₦ 2,000,000",3.0,0.0,0.0
Berger Ojodu Lagos,"₦ 1,200,000",2.0,0.0,0.0
Orchid Chevron Lekki Lagos,"₦ 73,000,000",4.0,,
Ikola Abule Egba Lagos,"₦ 350,000",1.0,0.0,0.0
Akiode Berger Ojodu Lagos,"₦ 900,000",0.0,0.0,0.0
Itire Surulere Lagos,"₦ 500,000",0.0,0.0,0.0
Abijo Ajah Lagos,"₦ 350,000",0.0,1.0,1.0
Ayobo Ipaja Lagos,"₦ 200,000",0.0,0.0,0.0
Sangotedo Ajah Lagos,"₦ 2,000,000",2.0,0.0,0.0
Sawmill Ifako Gbagada Gbagada Lagos,"₦ 1,800,000",2.0,2.0,3.0
Off Glover Road Old Ikoyi Ikoyi Lagos,"₦ 7,500,000",3.0,3.0,4.0
Lawanson Surulere Lagos,"₦ 700,000",0.0,1.0,1.0
Jakande Estate Abesan Ipaja Lagos,"₦ 1,000,000",1.0,2.0,2.0
Anthony Village Maryland Lagos,"₦ 2,500,000",3.0,0.0,0.0
Anthony Village Maryland Lagos,"₦ 2,500,000",3.0,0.0,0.0
Ifako Ogba Ogba Lagos,"₦ 350,000",0.0,1.0,1.0
Baruwa Ipaja Lagos,"₦ 750,000",2.0,0.0,0.0
Baruwa Ipaja Lagos,"₦ 800,000",2.0,0.0,0.0
Egbeda Alimosho Lagos,"₦ 1,200,000",2.0,0.0,0.0
Victoria Island Lagos,"₦ 15,000,000",3.0,4.0,4.0
Ishaga Road Surulere Lagos,"₦ 700,000",0.0,0.0,0.0
Ikota Lekki Lagos,"₦ 3,800,000",3.0,0.0,0.0
Unity Estate Egbeda Alimosho Lagos,"₦ 1,000,000",1.0,0.0,0.0
Akowonjo Alimosho Lagos,"₦ 800,000",1.0,0.0,0.0
Majek Sangotedo Lagos,"₦ 1,200,000",2.0,0.0,0.0
Haruna Ifako Ogba Ogba Lagos,"₦ 800,000",1.0,2.0,2.0
Mafoluku Oshodi Lagos,"₦ 800,000",2.0,0.0,0.0
Command Abule Egba Lagos,"₦ 400,000",0.0,1.0,1.0
Ifako Ogba Ogba Lagos,"₦ 450,000",0.0,1.0,1.0
Shagari Egbeda Alimosho Lagos,"₦ 400,000",1.0,0.0,0.0
Lekky County Homes Ikota Lekki Lagos,"₦ 2,200,000",2.0,2.0,3.0
Ikate Lekki Lagos,"₦ 3,500,000",3.0,0.0,0.0
Iyana Ipaja Ipaja Lagos,"₦ 600,000",1.0,0.0,0.0
Megida Ayobo Ipaja Lagos,"₦ 450,000",2.0,2.0,3.0
Lawanson Surulere Lagos,"₦ 450,000",0.0,0.0,0.0
Meiran Abule Egba Lagos,"₦ 400,000",2.0,0.0,0.0
Shomolu Lagos,"₦ 1,300,000",1.0,0.0,0.0
Iyana Ekoro Abule Egba Abule Egba Lagos,"₦ 600,000",2.0,0.0,0.0
Abule Ijesha Yaba Lagos,"₦ 400,000",,1.0,1.0
Abule Ijesha Yaba Lagos,"₦ 1,000,000",1.0,0.0,0.0
Orchid Lekki Lagos,"₦ 3,500,000",3.0,3.0,4.0
Orchid Lekki Lagos,"₦ 3,600,000",3.0,3.0,4.0
Sangotedo Ajah Lagos,"₦ 2,000,000",2.0,3.0,3.0
Lekki County Lekki Lagos,"₦ 900,000",1.0,1.0,1.0
Adeola Odeku Victoria Island Lagos,"₦ 17,000,000",3.0,3.0,3.0
Ayobo Ipaja Lagos,"₦ 600,000",2.0,0.0,0.0
Orchid Lekki Lagos,"₦ 4,000,000",3.0,3.0,4.0
Lekki Scheme 2 Ajah Lagos,"₦ 1,200,000",3.0,0.0,0.0
Orchid Lekki Lagos,"₦ 3,000,000",2.0,2.0,3.0
Ayobo Ipaja Lagos,"₦ 450,000",1.0,2.0,2.0
Ayobo Ipaja Lagos,"₦ 500,000",2.0,2.0,3.0
Akoka Yaba Lagos,"₦ 800,000",0.0,1.0,1.0
Bajuliaye Shomolu Shomolu Lagos,"₦ 900,000",1.0,2.0,2.0
Ikate Itire Surulere Lagos,"₦ 1,600,000",2.0,3.0,3.0
Adeola Odeku Victoria Island Lagos,"₦ 17,000,000",3.0,3.0,4.0
Onike Yaba Lagos,"₦ 1,500,000",2.0,0.0,0.0
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 2,000,000",2.0,0.0,0.0
Ayobo Ipaja Lagos,"₦ 800,000",2.0,3.0,3.0
Itire Surulere Lagos,"₦ 96,000",0.0,0.0,0.0
Ogudu Ogudu Lagos,"₦ 1,500,000",2.0,3.0,3.0
Mafoluku Oshodi Lagos,"₦ 1,400,000",2.0,3.0,3.0
Ajao Estate Isolo Lagos,"₦ 1,500,000",2.0,3.0,3.0
Aguda(ogba) Ogba Lagos,"₦ 1,500,000",2.0,2.0,3.0
Itire Surulere Lagos,"₦ 500,000",0.0,0.0,0.0
Akoka Yaba Lagos,"₦ 1,500,000",1.0,0.0,0.0
Iyana Ipaja Ipaja Lagos,"₦ 1,000,000",2.0,3.0,3.0
Lbs Off Lekki Epe Expressway Ajah Lagos,"₦ 2,300,000",2.0,3.0,3.0
Ologolo Lekki Lagos,"₦ 1,100,000",0.0,1.0,1.0
Sangotedo Ajah Lagos,"₦ 1,000,000",1.0,0.0,0.0
Osapa London Lekki Lagos,"₦ 3,500,000",2.0,2.0,3.0
Chevron Lekki Lagos,"₦ 3,200,000",2.0,2.0,3.0
Ikate Lekki Lagos,"₦ 6,000,000",2.0,0.0,0.0
Akoka Yaba Lagos,"₦ 1,500,000",2.0,0.0,0.0
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 2,500,000",2.0,3.0,3.0
Ogombo Ajah Lagos,"₦ 1,800,000",3.0,0.0,0.0
Mende Maryland Lagos,"₦ 2,500,000",2.0,3.0,3.0
Ayobo Ipaja Lagos,"₦ 1,000,000",2.0,0.0,0.0
Adeniyi Jones Ikeja Lagos,"₦ 5,000,000",3.0,3.0,4.0
Oke Ira Ogba Lagos,"₦ 1,000,000",1.0,2.0,2.0
Iyana Ekoro Abule Egba Lagos,"₦ 900,000",3.0,0.0,0.0
Happy Land Sangotedo Ajah Lagos,"₦ 2,000,000",2.0,3.0,3.0
Ayobo Ipaja Lagos,"₦ 700,000",2.0,3.0,3.0
Olowora Ojodu Lagos,"₦ 2,000,000",2.0,2.0,3.0
Ayobo Ipaja Lagos,"₦ 700,000",2.0,2.0,3.0
Ikate Lekki Lagos,"₦ 4,000,000",2.0,3.0,3.0
Iyana Ipaja Ipaja Lagos,"₦ 1,100,000",2.0,2.0,3.0
Ikate Lekki Lagos,"₦ 4,000,000",2.0,3.0,3.0
Lekky County Homes Ikota Lekki Lagos,"₦ 3,000,000",3.0,3.0,4.0
Osapa London Lekki Lagos,"₦ 4,500,000",1.0,2.0,2.0
Egbeda Alimosho Lagos,"₦ 600,000",2.0,1.0,1.0
Phase 1 Gbagada Lagos,"₦ 2,500,000",2.0,2.0,3.0
Bariga Lagos,"₦ 1,100,000",1.0,0.0,0.0
"Sabo Oja, Berger Ojodu Lagos","₦ 700,000",0.0,0.0,0.0
Shagari Estate Egbeda Alimosho Lagos,"₦ 850,000",2.0,2.0,3.0
Ifako Ogba Ogba Lagos,"₦ 700,000",2.0,0.0,0.0
Ayobo Ipaja Lagos,"₦ 350,000",1.0,1.0,1.0
Old Ikoyi Old Ikoyi Ikoyi Lagos,"$ 110,000",5.0,5.0,5.0
Majek Off Lekki Epe Expressway Ajah Lagos,"₦ 1,000,000",2.0,2.0,3.0
Ijesha Surulere Lagos,"₦ 1,750,000",2.0,3.0,3.0
Abraham Adesanya Estate Ajah Lagos,"₦ 2,500,000",2.0,2.0,3.0
Ayobo Ipaja Lagos,"₦ 650,000",2.0,0.0,0.0
Remi Olowude Drive Marwa Lekki Phase 1 Lekki Lagos,"₦ 3,000,000",0.0,0.0,0.0
Abule Ijesha Yaba Lagos,"₦ 500,000",0.0,1.0,1.0
Abule Oja Yaba Lagos,"₦ 500,000",0.0,0.0,0.0
Kfarm Estate Ifako Ogba Ogba Lagos,"₦ 1,200,000",2.0,0.0,0.0
Ifako Gbagada Gbagada Lagos,"₦ 1,800,000",2.0,3.0,3.0
Old Ikoyi Old Ikoyi Ikoyi Lagos,"₦ 500,000,000",4.0,4.0,5.0
Sawmill Ifako Gbagada Gbagada Lagos,"₦ 1,500,000",2.0,0.0,0.0
Ifako Ogba Ogba Lagos,"₦ 1,500,000",3.0,3.0,4.0
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 3,000,000",2.0,2.0,3.0
Ipaja Lagos,"₦ 600,000",2.0,0.0,0.0
Mende Maryland Lagos,"₦ 2,500,000",3.0,0.0,0.0
Soluyi Gbagada Lagos,"₦ 1,800,000",2.0,3.0,3.0
Soluyi Gbagada Lagos,"₦ 800,000",1.0,0.0,0.0
Egbeda Alimosho Lagos,"₦ 450,000",1.0,0.0,0.0
Olowora Ojodu Lagos,"₦ 1,200,000",2.0,0.0,0.0
County Estate Pen Cinema Agege Lagos,"₦ 1,500,000",3.0,0.0,0.0
Majek Ajah Lagos,"₦ 1,500,000",3.0,,
Lawanson Surulere Lagos,"₦ 500,000",0.0,0.0,0.0
Oko Oba Agege Lagos,"₦ 1,500,000",2.0,3.0,3.0
Lekki Phase 1 Lekki Lagos,"₦ 5,500,000",3.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 6,000,000",3.0,0.0,0.0
Ikota Villa Estate Ikota Lekki Lagos,"₦ 2,000,000",3.0,3.0,4.0
Magodo Gra Phase 1 Ojodu Lagos,"₦ 1,800,000",3.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 11,000,000",2.0,2.0,3.0
Egbeda Alimosho Lagos,"₦ 1,500,000",2.0,0.0,0.0
Egbeda Alimosho Lagos,"₦ 450,000",1.0,1.0,1.0
Lawanson Surulere Lagos,"₦ 1,000,000",2.0,0.0,0.0
Ifako Gbagada Gbagada Lagos,"₦ 2,000,000",2.0,3.0,3.0
Sangotedo Ajah Lagos,"₦ 3,500,000",3.0,0.0,0.0
Aguda(ogba) Ogba Lagos,"₦ 1,000,000",2.0,0.0,0.0
Shangisha Kosofe Ikosi Lagos,"₦ 2,300,000",2.0,2.0,3.0
Ifako Ogba Lagos,"₦ 400,000",0.0,0.0,0.0
Oke Ira Ogba Lagos,"₦ 450,000",0.0,1.0,1.0
"College Road, Ifako Ogba Lagos","₦ 400,000",0.0,1.0,1.0
Iju Road Ifako Ogba Ogba Lagos,"₦ 600,000",0.0,1.0,1.0
Adeniyi Jones Ikeja Lagos,"₦ 4,500,000",3.0,3.0,4.0
Spg Ologolo Lekki Lagos,"₦ 3,000,000",3.0,3.0,4.0
Meiran Abule Egba Lagos,"₦ 550,000",1.0,0.0,0.0
Ikate Lekki Lagos,"₦ 1,400,000",0.0,1.0,1.0
Meiran Abule Egba Abule Egba Lagos,"₦ 700,000",3.0,0.0,0.0
Olowora Ojodu Lagos,"₦ 1,500,000",2.0,3.0,3.0
Ifako Ogba Ogba Lagos,"₦ 500,000",1.0,0.0,0.0
Iju Ishaga Agege Lagos,"₦ 450,000",1.0,0.0,0.0
Fola Agoro Yaba Lagos,"₦ 500,000",0.0,1.0,1.0
Osapa London Lekki Lagos,"₦ 2,500,000",2.0,0.0,0.0
Olowora Ojodu Lagos,"₦ 2,000,000",2.0,3.0,3.0
Abule Ijesha Yaba Lagos,"₦ 700,000",0.0,1.0,1.0
Banana Island Ikoyi Lagos,"₦ 30,000,000",4.0,4.0,4.0
Lekki Phase 1 Lekki Lagos,"₦ 5,000,000",3.0,3.0,4.0
Banana Island Ikoyi Lagos,"₦ 20,000,000",3.0,3.0,4.0
Akoka Yaba Lagos,"₦ 650,000",0.0,0.0,0.0
Apata Shomolu Lagos,"₦ 650,000",0.0,1.0,1.0
Ijesha Surulere Lagos,"₦ 650,000",0.0,0.0,0.0
Akoka Yaba Lagos,"₦ 600,000",0.0,1.0,1.0
Shomolu Lagos,"₦ 500,000",0.0,1.0,1.0
Lekki Phase 1 Lekki Lagos,"₦ 2,500,000",,1.0,1.0
Idado Lekki Lagos,"₦ 1,600,000",0.0,1.0,1.0
Ikate Lekki Lagos,"₦ 95,000,000",2.0,2.0,3.0
Gamade Estate Egbeda Alimosho Lagos,"₦ 1,500,000",2.0,0.0,0.0
Olowora Ojodu Lagos,"₦ 1,200,000",1.0,0.0,0.0
Banana Island Ikoyi Lagos,"₦ 23,000,000",3.0,4.0,4.0
Sangotedo Ajah Lagos,"₦ 1,300,000",2.0,0.0,0.0
Toyin Street Ikeja Lagos,"₦ 5,600,000",3.0,4.0,4.0
Lekki Phase 1 Lekki Lagos,"₦ 8,000,000",3.0,4.0,4.0
Bajuliaye Shomolu Shomolu Lagos,"₦ 500,000",0.0,1.0,1.0
Aguda(ogba) Ogba Lagos,"₦ 600,000",0.0,0.0,0.0
After Abraham Adesanya Ajah Lagos,"₦ 2,500,000",3.0,3.0,4.0
Lekki Lagos,"₦ 2,000,000",1.0,1.0,2.0
1004 Victoria Island Lagos,"₦ 8,000,000",3.0,0.0,0.0
Ikate Surulere Lagos,"₦ 1,100,000",1.0,2.0,2.0
Spg Ologolo Lekki Lagos,"₦ 3,000,000",3.0,3.0,4.0
Alagomeji Yaba Lagos,"₦ 1,700,000",1.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 2,500,000",0.0,1.0,1.0
Ajao Estate Isolo Lagos,"₦ 1,000,000",2.0,0.0,0.0
Badore Ajah Lagos,"₦ 2,300,000",2.0,2.0,3.0
Thompson Avenue Falomo Ikoyi Lagos,"₦ 10,000,000",2.0,3.0,3.0
Ikota Lekki Lagos,"₦ 2,500,000",2.0,2.0,3.0
Ikota Lekki Lagos,"₦ 1,100,000",0.0,1.0,1.0
Akoka Yaba Lagos,"₦ 700,000",0.0,1.0,1.0
Aguda Surulere Lagos,"₦ 1,400,000",3.0,0.0,0.0
Ikosi Ketu Kosofe Ikosi Lagos,"₦ 3,000,000",3.0,3.0,4.0
Oshodi Expressway Oshodi Lagos,"₦ 1,200,000",3.0,0.0,0.0
Ayobo Ipaja Lagos,"₦ 700,000",3.0,3.0,3.0
Ayobo Ipaja Lagos,"₦ 400,000",3.0,3.0,3.0
Pedro Road Phase 1 Gbagada Lagos,"₦ 1,500,000",3.0,2.0,2.0
Lekki Phase 1 Lekki Lagos,"₦ 4,000,000",3.0,0.0,0.0
Ifako Ogba Ogba Lagos,"₦ 1,100,000",2.0,2.0,3.0
Lekki Phase 1 Lekki Lagos,"₦ 1,600,000",0.0,1.0,1.0
Ifako Ogba Ogba Lagos,"₦ 1,200,000",2.0,0.0,0.0
Chevron Lekki Lagos,"₦ 3,500,000",2.0,3.0,3.0
Ikate Lekki Lagos,"₦ 8,000,000",3.0,0.0,0.0
Chevron Lekki Lagos,"₦ 4,000,000",3.0,4.0,4.0
Sangotedo Ajah Lagos,"₦ 1,100,000",1.0,2.0,2.0
Sangotedo Ajah Lagos,"₦ 850,000",1.0,0.0,0.0
Iyana Ipaja Ipaja Lagos,"₦ 1,200,000",2.0,3.0,3.0
Ifako Ogba Ogba Lagos,"₦ 750,000",1.0,2.0,2.0
Lekki County Lekki Lagos,"₦ 2,500,000",3.0,3.0,4.0
Olokonla Ajah Lagos,"₦ 2,000,000",2.0,0.0,0.0
Ayobo Ipaja Lagos,"₦ 350,000",2.0,0.0,0.0
Ikoyi Lagos,"₦ 30,000,000",4.0,4.0,4.0
Osapa London Lekki Lagos,"₦ 2,500,000",0.0,1.0,1.0
Aburo Iyana Ipaja Ipaja Lagos,"₦ 300,000",1.0,1.0,1.0
Lawanson Surulere Lagos,"₦ 1,500,000",3.0,,
Oke Ira Ogba Lagos,"₦ 900,000",2.0,2.0,3.0
Yakoyo Alagbole Ojodu Lagos,"₦ 600,000",1.0,0.0,0.0
Banana Island Ikoyi Lagos,"₦ 19,000,000",3.0,3.0,4.0
Onike Yaba Lagos,"₦ 400,000",0.0,1.0,1.0
Iyana Ipaja Ipaja Lagos,"₦ 500,000",2.0,0.0,0.0
Blenco Sangotedo Ajah Lagos,"₦ 1,700,000",2.0,0.0,0.0
Oniru Victoria Island Lagos,"₦ 380,000,000",4.0,4.0,5.0
Ajao Estate Isolo Lagos,"₦ 1,100,000",1.0,0.0,0.0
Ajao Estate Isolo Lagos,"₦ 1,400,000",1.0,2.0,2.0
Ifako Ogba Ogba Lagos,"₦ 1,300,000",2.0,2.0,3.0
Mende Maryland Lagos,"₦ 1,000,000",0.0,0.0,0.0
Oke Ira Ogba Lagos,"₦ 1,600,000",2.0,3.0,3.0
Ajao Estate Isolo Lagos,"₦ 1,700,000",3.0,0.0,0.0
Abule Oja Yaba Lagos,"₦ 1,800,000",2.0,3.0,3.0
Oke Ira Ogba Lagos,"₦ 400,000",0.0,0.0,0.0
Isheri North Ojodu Lagos,"₦ 1,000,000",2.0,0.0,0.0
Sabo Yaba Lagos,"₦ 2,000,000",3.0,3.0,4.0
Ikate Lekki Lagos,"₦ 6,500,000",2.0,0.0,0.0
Oke Ira Ogba Lagos,"₦ 450,000",1.0,1.0,1.0
Sawmill Ifako Gbagada Gbagada Lagos,"₦ 1,700,000",2.0,3.0,3.0
Iyana Ipaja Ipaja Lagos,"₦ 300,000",1.0,1.0,1.0
Ologolo Lekki Lagos,"₦ 4,000,000",2.0,0.0,0.0
Thomas Estate Ajah Lagos,"₦ 1,500,000",2.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 5,000,000",3.0,4.0,4.0
Alapere Kosofe Ikosi Lagos,"₦ 1,000,000",2.0,0.0,0.0
Graceland Estate Egbeda Alimosho Lagos,"₦ 650,000",2.0,0.0,0.0
Ikola Abule Egba Lagos,"₦ 400,000",1.0,0.0,0.0
Akute Berger Ojodu Lagos,"₦ 800,000",2.0,2.0,3.0
Oregun Ikeja Lagos,"₦ 1,000,000",1.0,0.0,0.0
Ilasamaja Mushin Lagos,"₦ 350,000",0.0,0.0,0.0
Lawanson Surulere Lagos,"₦ 450,000",0.0,1.0,1.0
Egbeda Alimosho Lagos,"₦ 800,000",2.0,3.0,3.0
Mafoluku Oshodi Lagos,"₦ 1,000,000",3.0,0.0,0.0
Ileiwe Abule Egba Lagos,"₦ 700,000",0.0,2.0,0.0
Command Abule Egba Lagos,"₦ 300,000",1.0,0.0,0.0
Agungi Lekki Lagos,"₦ 1,100,000",0.0,0.0,0.0
Kilo Marsha Surulere Lagos,"₦ 500,000",0.0,0.0,0.0
Ahmadiya Abule Egba Lagos,"₦ 1,100,000",2.0,2.0,3.0
Lawanson Surulere Lagos,"₦ 1,500,000",2.0,2.0,3.0
Ifako Ogba Ogba Lagos,"₦ 600,000",0.0,0.0,0.0
Aguda(ogba) Ogba Lagos,"₦ 700,000",1.0,2.0,2.0
Abule Oja Yaba Lagos,"₦ 1,000,000",0.0,0.0,0.0
Lawanson Surulere Lagos,"₦ 300,000",0.0,0.0,0.0
Lekki County Homes Ikota Lekki Lagos,"₦ 1,200,000",1.0,1.0,1.0
Chevron Lekki Lagos,"₦ 4,500,000",2.0,3.0,3.0
Aguda(ogba) Ogba Lagos,"₦ 1,000,000",0.0,0.0,0.0
Aburo Iyana Ipaja Ipaja Lagos,"₦ 600,000",3.0,0.0,0.0
Oko Oba Agege Lagos,"₦ 1,500,000",3.0,0.0,0.0
Old Ikoyi Ikoyi Lagos,"₦ 16,000,000",4.0,4.0,4.0
Abule Egba Lagos,"₦ 1,000,000",3.0,0.0,0.0
Abule Egba Lagos,"₦ 900,000",2.0,3.0,3.0
Kfarm Estate Ifako Ogba Ogba Lagos,"₦ 1,500,000",2.0,3.0,3.0
Sangotedo Ajah Lagos,"₦ 1,800,000",3.0,,
Abenson Estate Ipaja Lagos,"₦ 1,200,000",2.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 4,000,000",2.0,3.0,3.0
Ipaja Ipaja Lagos,"₦ 1,200,000",2.0,2.0,3.0
Osapa London Lekki Lagos,"₦ 3,500,000",0.0,0.0,0.0
Omole Phase 2 Ojodu Lagos,"₦ 1,500,000",0.0,0.0,0.0
Eko Atlantic Victoria Island Lagos,"₦ 250,000",3.0,3.0,4.0
Shomolu Lagos,"₦ 650,000",0.0,1.0,1.0
Badore Ajah Lagos,"₦ 1,300,000",2.0,2.0,3.0
Mende Maryland Lagos,"₦ 800,000",0.0,1.0,1.0
Akoka Yaba Lagos,"₦ 750,000",0.0,1.0,1.0
Ikate Surulere Lagos,"₦ 800,000",1.0,0.0,0.0
Aptech Sangotedo Lagos,"₦ 1,200,000",2.0,0.0,0.0
Akoka Yaba Lagos,"₦ 750,000",0.0,1.0,1.0
Lekki Phase 1 Lekki Lagos,"₦ 5,000,000",3.0,0.0,0.0
Ogombo Ajah Lagos,"₦ 1,200,000",2.0,0.0,0.0
Ajao Estate Isolo Lagos,"₦ 1,500,000",2.0,0.0,0.0
Kilo Marsha Surulere Lagos,"₦ 1,700,000",2.0,2.0,3.0
Mafoluku Oshodi Lagos,"₦ 1,500,000",3.0,3.0,4.0
Ayobo Ipaja Lagos,"₦ 400,000",2.0,0.0,0.0
Ikota / Mobile Road Lekki Lagos,"₦ 3,200,000",2.0,2.0,3.0
"Along Olokonla, In A Secured Estate Olokonla Ajah Lagos","₦ 1,300,000",1.0,1.0,2.0
Oke Ira Ogba Lagos,"₦ 1,000,000",2.0,2.0,3.0
Ikate Lekki Lagos,"₦ 1,600,000",0.0,1.0,1.0
Ikola Abule Egba Abule Egba Lagos,"₦ 700,000",2.0,0.0,0.0
Ikate Lekki Lagos,"₦ 3,000,000",2.0,3.0,3.0
Oregun Ikeja Lagos,"₦ 2,000,000",2.0,0.0,0.0
Aburo Iyana Ipaja Ipaja Lagos,"₦ 1,000,000",3.0,0.0,0.0
New London Baruwa Ipaja Lagos,"₦ 900,000",3.0,0.0,0.0
Ikota Lekki Lagos,"₦ 3,500,000",2.0,2.0,3.0
Sawmill Ifako Gbagada Gbagada Lagos,"₦ 700,000",0.0,1.0,1.0
Oral Estate Lekki Lagos,"₦ 3,000,000",2.0,2.0,3.0
Soluyi Gbagada Lagos,"₦ 1,000,000",0.0,1.0,1.0
Ikate Lekki Lagos,"₦ 3,500,000",2.0,3.0,3.0
Sangotedo Ajah Lagos,"₦ 800,000",1.0,0.0,0.0
Magodo Gra Phase 1 Ojodu Lagos,"₦ 1,600,000",3.0,0.0,0.0
Itire Surulere Lagos,"₦ 144,000",0.0,0.0,0.0
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 4,000,000",2.0,3.0,3.0
Ajao Estate Isolo Lagos,"₦ 1,000,000",1.0,0.0,0.0
Shangisha Kosofe Ikosi Lagos,"₦ 2,200,000",3.0,0.0,0.0
Ifako Ogba Ogba Lagos,"₦ 2,000,000",3.0,3.0,4.0
Akoka Yaba Lagos,"₦ 650,000",0.0,1.0,1.0
Igesu Ayobo Ayobo Ipaja Lagos,"₦ 500,000",3.0,2.0,2.0
"Phase 1, Lekki Lagos","₦ 15,000,000",0.0,0.0,0.0
Agungi Lekki Lagos,"₦ 2,300,000",1.0,1.0,1.0
Ikota Lekki Lagos,"₦ 3,500,000",3.0,3.0,4.0
Oniru Victoria Island Lagos,"₦ 7,000,000",3.0,3.0,4.0
Victoria Island Lagos,"₦ 15,000,000",3.0,3.0,4.0
Remi Olowude Street Lekki Phase 1 Lekki Lagos,"₦ 16,000,000",3.0,3.0,3.0
Oniru Victoria Island Lagos,"₦ 10,000,000",3.0,3.0,4.0
Eric Moore Surulere Lagos,"₦ 3,000,000",4.0,0.0,0.0
Valley View Estate Iyana Ipaja Ipaja Lagos,"₦ 800,000",1.0,0.0,0.0
Sangotedo Ajah Lagos,"₦ 900,000",1.0,0.0,0.0
Thomas Estate Ajah Lagos,"₦ 1,300,000",1.0,0.0,0.0
Gamade Estate Egbeda Alimosho Lagos,"₦ 1,800,000",3.0,0.0,0.0
Ekoro Abule Egba Abule Egba Lagos,"₦ 900,000",2.0,0.0,0.0
Iyana Ipaja Ipaja Lagos,"₦ 400,000",2.0,0.0,0.0
Ipaja Lagos,"₦ 800,000",2.0,3.0,3.0
Lekki Phase 1 Lekki Lagos,"₦ 190,000,000",4.0,5.0,5.0
Aboru Iyana Ipaja Ipaja Lagos,"₦ 650,000",3.0,3.0,4.0
Ifako Ogba Ogba Lagos,"₦ 1,000,000",1.0,0.0,0.0
Mende Maryland Lagos,"₦ 800,000",0.0,1.0,1.0
Ayobo Ipaja Lagos,"₦ 350,000",1.0,0.0,0.0
Fagba Agege Lagos,"₦ 700,000",2.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 10,000,000",3.0,3.0,4.0
Ogombo Ajah Lagos,"₦ 850,000",0.0,1.0,1.0
Ajao Estate Isolo Lagos,"₦ 1,500,000",1.0,2.0,2.0
Osapa London Lekki Lagos,"₦ 2,600,000",0.0,0.0,0.0
Chevron Lekki Lagos,"₦ 3,000,000",2.0,0.0,0.0
Olokonla Ajah Lagos,"₦ 1,200,000",2.0,0.0,0.0
Ajao Estate Isolo Lagos,"₦ 700,000",1.0,0.0,0.0
Lawanson Surulere Lagos,"₦ 450,000",0.0,1.0,1.0
Oko Oba Agege Lagos,"₦ 800,000",3.0,0.0,0.0
Soluyi Gbagada Lagos,"₦ 1,200,000",1.0,2.0,2.0
Lawanson Surulere Lagos,"₦ 1,200,000",0.0,0.0,0.0
Kola Abule Egba Lagos,"₦ 800,000",2.0,2.0,3.0
Egbeda Alimosho Lagos,"₦ 270,000",0.0,1.0,1.0
Lawanson Surulere Lagos,"₦ 450,000",0.0,0.0,0.0
Mafoluku Oshodi Lagos,"₦ 400,000",0.0,1.0,1.0
Abule Oja Yaba Lagos,"₦ 700,000",0.0,1.0,1.0
Sangotedo Ajah Lagos,"₦ 1,800,000",3.0,0.0,0.0
Ogudu Lagos,"₦ 1,000,000",1.0,0.0,0.0
Ikoyi Lagos,"₦ 9,000,000",2.0,3.0,3.0
Yakoyo Alagbole Ojodu Lagos,"₦ 900,000",2.0,0.0,0.0
Thomas Estate Ajah Lagos,"₦ 1,900,000",2.0,3.0,3.0
Iyana Ipaja Ipaja Lagos,"₦ 150,000",0.0,1.0,1.0
Abule Ijesha Yaba Lagos,"₦ 700,000",1.0,0.0,0.0
Ifako Ogba Ogba Lagos,"₦ 600,000",1.0,2.0,2.0
Obawole Ifako Ogba Ogba Lagos,"₦ 750,000",1.0,2.0,2.0
Aguda Surulere Lagos,"₦ 500,000",0.0,1.0,1.0
Iyana Ipaja Ipaja Lagos,"₦ 550,000",1.0,0.0,0.0
Obawole Ifako Ogba Ogba Lagos,"₦ 650,000",2.0,2.0,2.0
Phase 1 Gbagada Lagos,"₦ 1,500,000",1.0,0.0,0.0
Ekoro Abule Egba Lagos,"₦ 500,000",2.0,0.0,0.0
Ifako Ogba Ogba Lagos,"₦ 400,000",1.0,0.0,0.0
Agungi Lekki Lagos,"₦ 2,000,000",2.0,0.0,0.0
Ayobo Ipaja Lagos,"₦ 650,000",2.0,0.0,0.0
Isheri Idimu Agege Lagos,"₦ 1,500,000",2.0,0.0,0.0
Shola Agoro Shomolu Lagos,"₦ 650,000",1.0,0.0,0.0
Morocco Shomolu Lagos,"₦ 600,000",1.0,0.0,1.0
Old Ikoyi Old Ikoyi Ikoyi Lagos,"$ 110,000",5.0,5.0,5.0
Morocco Shomolu Lagos,"₦ 600,000",1.0,0.0,0.0
